"respondent","condition","stimuli","accuracy","latency"
54,"Whitebad","bf23",1,666
54,"Whitebad","good",1,1305
54,"Whitebad","wm4",1,847
54,"Whitebad","laughter",1,839
54,"Whitebad","bf56",1,631
54,"Whitebad","terrible",1,904
54,"Whitebad","wm6",1,669
54,"Whitebad","pleasure",1,812
54,"Whitebad","wm4",0,1406
54,"Whitebad","evil",1,1406
54,"Whitebad","bm14",1,688
54,"Whitebad","hate",1,854
54,"Whitebad","wf3",1,670
54,"Whitebad","wicked",1,773
54,"Whitebad","bf56",1,663
54,"Whitebad","horrible",1,1263
54,"Whitebad","bm14",0,1548
54,"Whitebad","glory",1,2953
54,"Whitebad","bm56",1,477
54,"Whitebad","pain",1,756
54,"Whitegood","good",1,2070
54,"Whitegood","wm6",1,645
54,"Whitegood","pain",1,757
54,"Whitegood","bf23",1,649
54,"Whitegood","evil",1,657
54,"Whitegood","bf14",1,584
54,"Whitegood","horrible",1,594
54,"Whitegood","bm56",1,516
54,"Whitegood","annoying",1,609
54,"Whitegood","bm23",1,466
54,"Whitegood","joy",1,817
54,"Whitegood","wm4",1,482
54,"Whitegood","peace",1,544
54,"Whitegood","bm14",1,571
54,"Whitegood","laughter",1,1574
54,"Whitegood","bf56",0,1365
54,"Whitegood","terrible",0,2827
54,"Whitegood","wf6",1,1836
54,"Whitegood","wicked",1,877
54,"Whitegood","wm1",1,755
54,"Whitegood","wf2",1,2347
54,"Whitegood","hate",1,1072
54,"Whitegood","wf3",1,639
54,"Whitegood","love",1,783
54,"Whitegood","wm4",1,609
54,"Whitegood","failure",1,867
54,"Whitegood","bm14",1,554
54,"Whitegood","failure",1,613
54,"Whitegood","bm23",1,526
54,"Whitegood","wicked",1,539
54,"Whitegood","wf2",1,559
54,"Whitegood","wf6",1,589
54,"Whitegood","pain",1,679
54,"Whitegood","bf23",1,541
54,"Whitegood","evil",1,746
54,"Whitegood","wm6",1,709
54,"Whitegood","horrible",1,923
54,"Whitegood","wm1",1,688
54,"Whitegood","pleasure",1,1334
54,"Whitegood","wf3",1,546
54,"Whitegood","glory",1,559
54,"Whitegood","bf56",1,618
54,"Whitegood","glory",1,811
54,"Whitegood","bm56",1,651
54,"Whitegood","bf14",1,540
54,"Whitegood","laughter",1,1816
54,"Whitegood","wm1",1,761
54,"Whitegood","annoying",1,773
54,"Whitegood","wf3",1,776
54,"Whitegood","love",1,603
54,"Whitegood","wf6",1,524
54,"Whitegood","joy",1,545
54,"Whitegood","bf23",1,509
54,"Whitegood","good",1,707
54,"Whitegood","bm56",1,1800
54,"Whitegood","terrible",1,962
54,"Whitegood","bf56",1,597
54,"Whitegood","pleasure",1,687
55,"Whitebad","terrible",1,2815
55,"Whitebad","bm56",0,3715
55,"Whitebad","hate",1,1550
55,"Whitebad","bf56",0,2984
55,"Whitebad","laughter",1,2476
55,"Whitebad","wf2",1,1314
55,"Whitebad","horrible",1,1576
55,"Whitebad","wm4",1,1466
55,"Whitebad","glory",1,1106
55,"Whitebad","wm6",1,1039
55,"Whitebad","annoying",1,2232
55,"Whitebad","wm1",1,1400
55,"Whitebad","failure",1,1258
55,"Whitebad","wf3",1,1305
55,"Whitebad","good",1,1080
55,"Whitebad","wf6",1,822
55,"Whitebad","wf6",0,1638
55,"Whitebad","pleasure",1,2104
55,"Whitebad","wf2",1,766
55,"Whitebad","wm4",1,787
55,"Whitebad","wicked",1,741
55,"Whitebad","wf3",1,569
55,"Whitebad","evil",1,620
55,"Whitebad","wm6",1,581
55,"Whitebad","pain",1,1007
55,"Whitebad","bm23",1,601
55,"Whitebad","wicked",0,1210
55,"Whitebad","bf23",1,1451
55,"Whitebad","joy",1,716
55,"Whitebad","bm14",1,568
55,"Whitebad","love",1,707
55,"Whitebad","bf14",1,489
55,"Whitebad","peace",1,552
55,"Whitebad","bf56",1,587
55,"Whitebad","love",1,597
55,"Whitebad","bm14",1,550
55,"Whitebad","failure",1,642
55,"Whitebad","bm56",1,617
55,"Whitebad","peace",0,1715
55,"Whitebad","bf14",1,2031
55,"Whitebad","glory",1,736
55,"Whitebad","wm1",1,692
55,"Whitebad","horrible",1,1451
55,"Whitebad","bm23",1,634
55,"Whitebad","pain",1,1346
55,"Whitebad","bf23",0,1786
55,"Whitebad","laughter",1,1904
55,"Whitebad","wf3",1,870
55,"Whitebad","wm4",1,1280
55,"Whitebad","evil",1,1159
55,"Whitebad","bm23",1,1026
55,"Whitebad","pleasure",1,2035
55,"Whitebad","bf14",1,1124
55,"Whitebad","annoying",1,809
55,"Whitebad","bf56",1,666
55,"Whitebad","good",1,1513
55,"Whitebad","wf2",1,574
55,"Whitebad","hate",1,785
55,"Whitegood","wm1",1,776
55,"Whitegood","evil",1,1315
55,"Whitegood","wf6",1,664
55,"Whitegood","failure",1,935
55,"Whitegood","bm56",1,892
55,"Whitegood","pain",1,971
55,"Whitegood","wf3",1,598
55,"Whitegood","glory",1,1263
55,"Whitegood","wm4",1,831
55,"Whitegood","terrible",1,1191
55,"Whitegood","bf23",1,537
55,"Whitegood","wicked",1,565
55,"Whitegood","wf2",1,856
55,"Whitegood","horrible",1,768
55,"Whitegood","wm6",1,667
55,"Whitegood","peace",1,914
55,"Whitegood","bf56",1,559
55,"Whitegood","good",1,786
55,"Whitegood","bm14",1,676
55,"Whitegood","wm6",1,691
55,"Whitegood","laughter",1,625
55,"Whitegood","bm23",1,585
55,"Whitegood","love",1,916
55,"Whitegood","bf14",1,857
55,"Whitegood","joy",1,984
55,"Whitegood","bf23",1,611
55,"Whitegood","hate",1,580
55,"Whitegood","wf3",1,519
55,"Whitegood","annoying",1,1268
55,"Whitegood","bm56",1,563
55,"Whitegood","annoying",1,590
55,"Whitegood","wm4",1,632
55,"Whitegood","failure",1,753
55,"Whitegood","wm1",1,636
55,"Whitegood","horrible",1,708
55,"Whitegood","wf2",1,833
55,"Whitegood","pleasure",0,1350
55,"Whitegood","bm23",1,1333
55,"Whitegood","pain",1,658
55,"Whitegood","wf6",1,625
55,"Whitegood","joy",1,1394
55,"Whitegood","wm1",1,620
55,"Whitegood","peace",1,525
55,"Whitegood","bm14",1,553
55,"Whitegood","good",1,1109
55,"Whitegood","wf2",1,673
55,"Whitegood","bf14",1,501
55,"Whitegood","wicked",1,547
55,"Whitegood","bf56",1,678
55,"Whitegood","laughter",1,909
55,"Whitegood","bm14",1,546
55,"Whitegood","terrible",1,678
55,"Whitegood","bf23",1,629
55,"Whitegood","evil",1,542
55,"Whitegood","bm23",1,505
55,"Whitegood","glory",1,583
55,"Whitegood","wm4",1,865
55,"Whitegood","love",1,512
56,"Whitebad","failure",1,1865
56,"Whitebad","wm1",1,1480
56,"Whitebad","wicked",1,975
56,"Whitebad","wm6",1,690
56,"Whitebad","evil",1,816
56,"Whitebad","wf6",1,585
56,"Whitebad","terrible",1,755
56,"Whitebad","wf2",1,639
56,"Whitebad","joy",1,847
56,"Whitebad","bf14",1,623
56,"Whitebad","hate",1,664
56,"Whitebad","wf3",1,655
56,"Whitebad","peace",1,670
56,"Whitebad","bf56",1,837
56,"Whitebad","annoying",1,646
56,"Whitebad","bm14",1,725
56,"Whitebad","love",1,706
56,"Whitebad","wm4",1,592
56,"Whitebad","good",0,6913
56,"Whitebad","bf23",1,696
56,"Whitebad","wf3",1,926
56,"Whitebad","glory",1,1307
56,"Whitebad","wf2",1,905
56,"Whitebad","laughter",1,910
56,"Whitebad","wf6",1,1107
56,"Whitebad","pleasure",1,721
56,"Whitebad","bm56",1,1462
56,"Whitebad","wm6",1,847
56,"Whitebad","good",1,623
56,"Whitebad","wm1",1,728
56,"Whitebad","horrible",1,1670
56,"Whitebad","bm23",1,741
56,"Whitebad","pain",1,729
56,"Whitebad","bf56",1,565
56,"Whitebad","wicked",1,928
56,"Whitebad","bf23",1,581
56,"Whitebad","joy",1,927
56,"Whitebad","bm23",1,580
56,"Whitebad","failure",1,607
56,"Whitebad","wm4",1,528
56,"Whitebad","pleasure",1,701
56,"Whitebad","bf14",1,451
56,"Whitebad","hate",1,594
56,"Whitebad","wm6",1,564
56,"Whitebad","pain",0,2722
56,"Whitebad","bm56",1,724
56,"Whitebad","horrible",1,802
56,"Whitebad","bm14",1,691
56,"Whitebad","evil",1,690
56,"Whitebad","wf3",1,632
56,"Whitebad","wf6",1,1678
56,"Whitebad","glory",1,2069
56,"Whitebad","bm23",1,756
56,"Whitebad","love",1,664
56,"Whitebad","bf56",1,567
56,"Whitebad","peace",1,626
56,"Whitebad","bf23",1,594
56,"Whitebad","terrible",1,589
56,"Whitegood","annoying",1,1644
56,"Whitegood","bm14",1,548
56,"Whitegood","horrible",1,671
56,"Whitegood","wf2",1,583
56,"Whitegood","failure",1,657
56,"Whitegood","wm4",1,721
56,"Whitegood","terrible",1,1350
56,"Whitegood","bf23",1,473
56,"Whitegood","glory",1,545
56,"Whitegood","bm23",1,524
56,"Whitegood","pleasure",1,617
56,"Whitegood","wf6",1,538
56,"Whitegood","laughter",1,510
56,"Whitegood","wm6",1,539
56,"Whitegood","bf14",1,585
56,"Whitegood","good",1,676
56,"Whitegood","wf3",1,490
56,"Whitegood","pain",1,608
56,"Whitegood","bm56",1,521
56,"Whitegood","bf56",1,483
56,"Whitegood","love",1,505
56,"Whitegood","bf14",1,567
56,"Whitegood","joy",1,530
56,"Whitegood","bf56",1,518
56,"Whitegood","peace",1,579
56,"Whitegood","wm1",0,935
56,"Whitegood","good",1,673
56,"Whitegood","bf23",1,664
56,"Whitegood","wicked",0,1351
56,"Whitegood","bm56",1,538
56,"Whitegood","evil",1,662
56,"Whitegood","bm23",1,501
56,"Whitegood","pleasure",1,498
56,"Whitegood","wm6",1,512
56,"Whitegood","hate",1,566
56,"Whitegood","bm14",1,464
56,"Whitegood","wicked",1,615
56,"Whitegood","bm14",1,441
56,"Whitegood","love",1,465
56,"Whitegood","wf6",1,504
56,"Whitegood","joy",1,550
56,"Whitegood","wm1",1,521
56,"Whitegood","bm56",1,511
56,"Whitegood","pain",0,1100
56,"Whitegood","bf56",1,449
56,"Whitegood","peace",1,472
56,"Whitegood","wf2",1,623
56,"Whitegood","glory",1,800
56,"Whitegood","wf3",1,514
56,"Whitegood","terrible",1,655
56,"Whitegood","wm4",1,559
56,"Whitegood","failure",1,763
56,"Whitegood","wf3",1,598
56,"Whitegood","horrible",1,1095
56,"Whitegood","wm1",1,574
56,"Whitegood","hate",1,577
56,"Whitegood","wm4",1,603
56,"Whitegood","annoying",1,844
57,"Whitegood","peace",1,708
57,"Whitegood","bf56",1,585
57,"Whitegood","terrible",1,675
57,"Whitegood","bf14",1,545
57,"Whitegood","failure",1,718
57,"Whitegood","bm23",1,490
57,"Whitegood","laughter",1,577
57,"Whitegood","wf2",1,827
57,"Whitegood","horrible",1,532
57,"Whitegood","bf23",1,576
57,"Whitegood","pain",1,875
57,"Whitegood","wf6",1,609
57,"Whitegood","hate",1,571
57,"Whitegood","wm4",0,1388
57,"Whitegood","wf3",1,681
57,"Whitegood","wicked",1,600
57,"Whitegood","bm14",1,505
57,"Whitegood","annoying",1,559
57,"Whitegood","wm1",1,562
57,"Whitegood","wm6",1,685
57,"Whitegood","pleasure",1,716
57,"Whitegood","wf3",1,800
57,"Whitegood","glory",1,602
57,"Whitegood","wm6",1,483
57,"Whitegood","love",1,490
57,"Whitegood","bm56",1,496
57,"Whitegood","joy",1,503
57,"Whitegood","wf2",1,500
57,"Whitegood","evil",1,506
57,"Whitegood","bf14",1,527
57,"Whitegood","good",1,516
57,"Whitegood","wf6",1,529
57,"Whitegood","pain",1,534
57,"Whitegood","bm23",1,378
57,"Whitegood","joy",1,493
57,"Whitegood","wm1",1,450
57,"Whitegood","pleasure",1,562
57,"Whitegood","bf56",1,453
57,"Whitegood","good",1,540
57,"Whitegood","wm4",1,601
57,"Whitegood","evil",1,546
57,"Whitegood","wm4",1,1054
57,"Whitegood","peace",1,510
57,"Whitegood","bm56",1,506
57,"Whitegood","horrible",1,552
57,"Whitegood","wm1",1,524
57,"Whitegood","wf3",1,476
57,"Whitegood","wicked",1,587
57,"Whitegood","bf23",1,437
57,"Whitegood","hate",1,517
57,"Whitegood","bm14",1,442
57,"Whitegood","annoying",1,531
57,"Whitegood","bf56",1,431
57,"Whitegood","glory",1,551
57,"Whitegood","bm56",1,459
57,"Whitegood","failure",1,563
57,"Whitegood","bf23",1,621
57,"Whitegood","love",1,519
57,"Whitebad","wm1",0,1129
57,"Whitebad","wicked",1,690
57,"Whitebad","bf14",0,1193
57,"Whitebad","good",1,1226
57,"Whitebad","bm23",1,1202
57,"Whitebad","pain",1,772
57,"Whitebad","wm6",0,1248
57,"Whitebad","annoying",1,814
57,"Whitebad","wf6",0,1635
57,"Whitebad","peace",1,1783
57,"Whitebad","wf3",1,818
57,"Whitebad","evil",1,739
57,"Whitebad","bf56",0,1682
57,"Whitebad","terrible",1,893
57,"Whitebad","bf23",1,978
57,"Whitebad","hate",1,926
57,"Whitebad","bm56",1,490
57,"Whitebad","glory",1,928
57,"Whitebad","bm14",1,748
57,"Whitebad","bm23",1,1002
57,"Whitebad","failure",1,620
57,"Whitebad","wf2",1,709
57,"Whitebad","laughter",1,1275
57,"Whitebad","wm4",1,1097
57,"Whitebad","horrible",1,647
57,"Whitebad","wm4",1,727
57,"Whitebad","hate",1,564
57,"Whitebad","wf3",1,631
57,"Whitebad","pleasure",1,663
57,"Whitebad","bf14",0,1310
57,"Whitebad","horrible",1,635
57,"Whitebad","bm14",1,651
57,"Whitebad","joy",0,1501
57,"Whitebad","bf23",1,528
57,"Whitebad","pain",1,669
57,"Whitebad","bm56",1,564
57,"Whitebad","love",1,751
57,"Whitebad","wm1",1,787
57,"Whitebad","laughter",1,1181
57,"Whitebad","wf6",1,608
57,"Whitebad","peace",1,913
57,"Whitebad","wm6",1,670
57,"Whitebad","good",1,557
57,"Whitebad","bf56",1,953
57,"Whitebad","love",0,1324
57,"Whitebad","bf56",1,504
57,"Whitebad","glory",1,670
57,"Whitebad","wf2",1,605
57,"Whitebad","wf2",1,621
57,"Whitebad","failure",1,974
57,"Whitebad","bf23",1,513
57,"Whitebad","terrible",1,695
57,"Whitebad","bm56",1,524
57,"Whitebad","pleasure",1,1041
57,"Whitebad","wm1",1,625
57,"Whitebad","evil",1,826
57,"Whitebad","wf3",0,1128
57,"Whitebad","wicked",1,1439
58,"Whitegood","glory",1,792
58,"Whitegood","bm14",1,625
58,"Whitegood","evil",1,514
58,"Whitegood","bf56",1,1015
58,"Whitegood","pleasure",1,736
58,"Whitegood","bm23",1,676
58,"Whitegood","joy",1,572
58,"Whitegood","bm56",1,534
58,"Whitegood","good",1,459
58,"Whitegood","bf14",1,826
58,"Whitegood","failure",1,651
58,"Whitegood","wf3",1,586
58,"Whitegood","wicked",1,548
58,"Whitegood","wm1",0,1221
58,"Whitegood","peace",1,625
58,"Whitegood","wf6",1,577
58,"Whitegood","laughter",1,500
58,"Whitegood","bf23",1,562
58,"Whitegood","hate",1,509
58,"Whitegood","bm23",1,530
58,"Whitegood","wm4",1,1858
58,"Whitegood","bf56",1,569
58,"Whitegood","terrible",1,452
58,"Whitegood","wf2",1,459
58,"Whitegood","annoying",1,755
58,"Whitegood","wm6",1,511
58,"Whitegood","love",1,580
58,"Whitegood","wf2",1,487
58,"Whitegood","pain",1,509
58,"Whitegood","bf23",1,562
58,"Whitegood","horrible",1,629
58,"Whitegood","wm1",0,1075
58,"Whitegood","evil",1,635
58,"Whitegood","wm4",1,747
58,"Whitegood","failure",1,783
58,"Whitegood","wf6",1,650
58,"Whitegood","pain",1,890
58,"Whitegood","bm14",1,624
58,"Whitegood","pleasure",1,521
58,"Whitegood","wf3",1,462
58,"Whitegood","bm56",0,620
58,"Whitegood","wicked",1,534
58,"Whitegood","bf14",1,530
58,"Whitegood","hate",1,567
58,"Whitegood","bf23",1,538
58,"Whitegood","love",1,470
58,"Whitegood","wm6",1,437
58,"Whitegood","annoying",1,613
58,"Whitegood","wm6",1,726
58,"Whitegood","glory",1,875
58,"Whitegood","wm1",1,929
58,"Whitegood","good",1,695
58,"Whitegood","bf14",1,604
58,"Whitegood","laughter",1,582
58,"Whitegood","wf2",1,680
58,"Whitegood","horrible",1,479
58,"Whitegood","bm14",1,501
58,"Whitegood","peace",1,451
58,"Whitebad","terrible",0,2404
58,"Whitebad","wf3",1,860
58,"Whitebad","laughter",1,2396
58,"Whitebad","wm1",1,486
58,"Whitebad","peace",1,796
58,"Whitebad","bf14",1,654
58,"Whitebad","good",1,605
58,"Whitebad","wf6",1,591
58,"Whitebad","bf23",0,883
58,"Whitebad","glory",1,2467
58,"Whitebad","bf56",1,595
58,"Whitebad","joy",1,677
58,"Whitebad","bm56",1,467
58,"Whitebad","evil",0,835
58,"Whitebad","wm6",1,1570
58,"Whitebad","love",1,1645
58,"Whitebad","wf2",1,789
58,"Whitebad","horrible",0,1058
58,"Whitebad","wm4",1,974
58,"Whitebad","wf3",1,1010
58,"Whitebad","annoying",1,588
58,"Whitebad","bm14",1,494
58,"Whitebad","hate",1,1172
58,"Whitebad","bm23",1,639
58,"Whitebad","wicked",0,1167
58,"Whitebad","wf6",1,1122
58,"Whitebad","pain",1,439
58,"Whitebad","bf14",1,559
58,"Whitebad","pleasure",1,419
58,"Whitebad","wm6",1,460
58,"Whitebad","failure",0,957
58,"Whitebad","wm4",1,446
58,"Whitebad","good",0,830
58,"Whitebad","bm56",1,1870
58,"Whitebad","terrible",0,806
58,"Whitebad","bm23",1,1214
58,"Whitebad","peace",1,576
58,"Whitebad","wf2",1,498
58,"Whitebad","pleasure",1,608
58,"Whitebad","bf56",1,529
58,"Whitebad","horrible",1,566
58,"Whitebad","bm14",1,633
58,"Whitebad","glory",1,497
58,"Whitebad","wm1",1,503
58,"Whitebad","pain",0,1004
58,"Whitebad","wf2",1,541
58,"Whitebad","failure",1,953
58,"Whitebad","wf3",1,565
58,"Whitebad","wm1",1,656
58,"Whitebad","hate",1,1767
58,"Whitebad","bf23",1,650
58,"Whitebad","annoying",1,770
58,"Whitebad","bf23",1,1029
58,"Whitebad","laughter",1,526
58,"Whitebad","bm23",1,666
58,"Whitebad","wicked",1,497
58,"Whitebad","bm14",1,671
58,"Whitebad","love",1,1150
59,"Whitegood","pain",1,1719
59,"Whitegood","wm6",1,1812
59,"Whitegood","good",1,838
59,"Whitegood","wf6",1,662
59,"Whitegood","wicked",1,622
59,"Whitegood","bf56",1,806
59,"Whitegood","pleasure",1,1288
59,"Whitegood","bm56",1,615
59,"Whitegood","annoying",1,976
59,"Whitegood","wf3",1,850
59,"Whitegood","failure",1,818
59,"Whitegood","wm1",1,515
59,"Whitegood","terrible",1,632
59,"Whitegood","bm23",1,624
59,"Whitegood","glory",1,729
59,"Whitegood","bf23",1,709
59,"Whitegood","evil",1,747
59,"Whitegood","bm14",1,598
59,"Whitegood","horrible",1,560
59,"Whitegood","wm4",1,475
59,"Whitegood","bf14",1,1409
59,"Whitegood","hate",1,563
59,"Whitegood","wf2",1,438
59,"Whitegood","terrible",1,454
59,"Whitegood","wf2",1,566
59,"Whitegood","peace",1,617
59,"Whitegood","wf6",1,553
59,"Whitegood","joy",1,525
59,"Whitegood","wm1",1,641
59,"Whitegood","annoying",1,634
59,"Whitegood","bm56",1,610
59,"Whitegood","wf3",1,540
59,"Whitegood","laughter",1,537
59,"Whitegood","bm14",1,493
59,"Whitegood","love",1,1003
59,"Whitegood","bf23",1,637
59,"Whitegood","good",1,1141
59,"Whitegood","bf14",1,577
59,"Whitegood","pain",1,644
59,"Whitegood","wm6",1,524
59,"Whitegood","wm4",1,432
59,"Whitegood","love",1,608
59,"Whitegood","bf56",1,473
59,"Whitegood","joy",1,808
59,"Whitegood","bm23",1,729
59,"Whitegood","pleasure",1,878
59,"Whitegood","bm14",1,541
59,"Whitegood","laughter",1,601
59,"Whitegood","wm6",1,666
59,"Whitegood","horrible",1,786
59,"Whitegood","bf56",1,444
59,"Whitegood","failure",1,516
59,"Whitegood","wm1",1,433
59,"Whitegood","glory",1,849
59,"Whitegood","bf23",1,577
59,"Whitegood","evil",1,444
59,"Whitegood","wf3",1,531
59,"Whitegood","hate",0,2011
59,"Whitebad","glory",1,1621
59,"Whitebad","wm6",1,1014
59,"Whitebad","evil",0,1262
59,"Whitebad","wm1",1,646
59,"Whitebad","wicked",1,1342
59,"Whitebad","wf6",1,738
59,"Whitebad","love",0,1825
59,"Whitebad","bm23",1,639
59,"Whitebad","pleasure",1,607
59,"Whitebad","wm4",1,737
59,"Whitebad","annoying",0,1436
59,"Whitebad","bm56",1,1484
59,"Whitebad","terrible",1,755
59,"Whitebad","bf14",1,670
59,"Whitebad","good",0,1106
59,"Whitebad","bm14",1,531
59,"Whitebad","joy",1,863
59,"Whitebad","wf3",1,790
59,"Whitebad","laughter",1,713
59,"Whitebad","bf56",1,590
59,"Whitebad","wf2",1,714
59,"Whitebad","pain",1,639
59,"Whitebad","wm4",1,664
59,"Whitebad","peace",0,874
59,"Whitebad","bf23",1,733
59,"Whitebad","hate",1,1609
59,"Whitebad","bf56",1,754
59,"Whitebad","wf6",1,640
59,"Whitebad","pleasure",1,697
59,"Whitebad","wm6",0,1034
59,"Whitebad","failure",1,598
59,"Whitebad","bf14",1,528
59,"Whitebad","horrible",1,2317
59,"Whitebad","wm1",1,602
59,"Whitebad","joy",1,1036
59,"Whitebad","bm23",1,652
59,"Whitebad","love",1,580
59,"Whitebad","bm56",1,486
59,"Whitebad","terrible",1,556
59,"Whitebad","bm14",1,631
59,"Whitebad","horrible",0,1177
59,"Whitebad","bf23",1,1210
59,"Whitebad","peace",1,580
59,"Whitebad","wf2",1,574
59,"Whitebad","pain",1,513
59,"Whitebad","wf3",1,445
59,"Whitebad","hate",1,478
59,"Whitebad","wm4",1,396
59,"Whitebad","evil",0,1132
59,"Whitebad","bm14",1,714
59,"Whitebad","failure",1,607
59,"Whitebad","bm23",1,961
59,"Whitebad","glory",1,661
59,"Whitebad","wm6",1,651
59,"Whitebad","annoying",1,483
59,"Whitebad","wm1",1,553
59,"Whitebad","laughter",1,893
59,"Whitebad","bf14",1,835
60,"Whitegood","evil",1,961
60,"Whitegood","wf3",1,828
60,"Whitegood","failure",1,645
60,"Whitegood","bf56",1,533
60,"Whitegood","good",1,649
60,"Whitegood","wm4",1,592
60,"Whitegood","horrible",1,555
60,"Whitegood","bm23",1,422
60,"Whitegood","wicked",1,927
60,"Whitegood","wf6",1,476
60,"Whitegood","laughter",1,723
60,"Whitegood","bm14",1,439
60,"Whitegood","bm56",1,449
60,"Whitegood","glory",1,505
60,"Whitegood","bf14",1,430
60,"Whitegood","pleasure",1,623
60,"Whitegood","wf2",1,640
60,"Whitegood","terrible",1,1081
60,"Whitegood","bf23",1,399
60,"Whitegood","wm6",1,896
60,"Whitegood","love",1,495
60,"Whitegood","bf56",1,532
60,"Whitegood","pain",1,824
60,"Whitegood","wm1",1,537
60,"Whitegood","joy",1,470
60,"Whitegood","wm4",1,524
60,"Whitegood","hate",1,649
60,"Whitegood","wm6",1,577
60,"Whitegood","peace",1,540
60,"Whitegood","bm14",1,488
60,"Whitegood","laughter",1,566
60,"Whitegood","bf23",1,601
60,"Whitegood","annoying",1,1227
60,"Whitegood","bm56",1,371
60,"Whitegood","pleasure",1,534
60,"Whitegood","wf3",1,586
60,"Whitegood","hate",1,493
60,"Whitegood","bf14",1,458
60,"Whitegood","wicked",1,578
60,"Whitegood","wf6",1,444
60,"Whitegood","peace",1,684
60,"Whitegood","wf2",1,578
60,"Whitegood","horrible",1,501
60,"Whitegood","bm23",1,419
60,"Whitegood","pain",1,636
60,"Whitegood","bf23",1,996
60,"Whitegood","joy",1,494
60,"Whitegood","bm14",1,508
60,"Whitegood","evil",0,904
60,"Whitegood","wm1",1,510
60,"Whitegood","terrible",1,587
60,"Whitegood","wf6",1,549
60,"Whitegood","love",1,465
60,"Whitegood","bf14",1,456
60,"Whitegood","failure",1,672
60,"Whitegood","wm4",1,510
60,"Whitegood","wf3",1,558
60,"Whitegood","good",1,649
60,"Whitebad","pleasure",1,967
60,"Whitebad","bm56",1,394
60,"Whitebad","pain",1,564
60,"Whitebad","bf23",1,511
60,"Whitebad","annoying",1,1156
60,"Whitebad","wf6",1,408
60,"Whitebad","joy",1,882
60,"Whitebad","wm4",1,736
60,"Whitebad","love",1,492
60,"Whitebad","wm1",0,1025
60,"Whitebad","peace",1,882
60,"Whitebad","bm23",1,344
60,"Whitebad","glory",1,588
60,"Whitebad","wm6",1,438
60,"Whitebad","terrible",1,591
60,"Whitebad","wf3",1,505
60,"Whitebad","failure",1,526
60,"Whitebad","bm14",1,458
60,"Whitebad","hate",1,618
60,"Whitebad","wf2",0,1245
60,"Whitebad","bf56",1,541
60,"Whitebad","good",1,361
60,"Whitebad","bf14",1,388
60,"Whitebad","laughter",1,390
60,"Whitebad","bf14",1,417
60,"Whitebad","wf6",1,488
60,"Whitebad","laughter",1,495
60,"Whitebad","bm56",1,476
60,"Whitebad","love",1,651
60,"Whitebad","wf3",1,402
60,"Whitebad","horrible",1,460
60,"Whitebad","wm1",1,403
60,"Whitebad","wicked",1,453
60,"Whitebad","bm14",0,658
60,"Whitebad","evil",1,562
60,"Whitebad","wf2",1,941
60,"Whitebad","glory",1,674
60,"Whitebad","wm4",0,759
60,"Whitebad","wm6",1,736
60,"Whitebad","good",1,780
60,"Whitebad","bm23",1,382
60,"Whitebad","evil",1,625
60,"Whitebad","bf56",1,433
60,"Whitebad","wicked",0,2108
60,"Whitebad","bf23",1,542
60,"Whitebad","annoying",1,930
60,"Whitebad","wm4",1,550
60,"Whitebad","peace",1,778
60,"Whitebad","bm23",1,348
60,"Whitebad","failure",1,624
60,"Whitebad","bf14",1,441
60,"Whitebad","pain",1,625
60,"Whitebad","bf56",1,513
60,"Whitebad","terrible",1,631
60,"Whitebad","wm1",1,575
60,"Whitebad","horrible",1,498
60,"Whitebad","wf6",1,447
60,"Whitebad","pleasure",1,615
61,"Whitebad","peace",1,2106
61,"Whitebad","wm6",0,1848
61,"Whitebad","bf23",0,2007
61,"Whitebad","terrible",0,3429
61,"Whitebad","bf56",1,2193
61,"Whitebad","joy",0,2170
61,"Whitebad","bm14",1,1974
61,"Whitebad","horrible",1,2274
61,"Whitebad","wm1",1,1897
61,"Whitebad","pain",1,1311
61,"Whitebad","bm56",1,1493
61,"Whitebad","glory",1,1708
61,"Whitebad","bf14",1,1177
61,"Whitebad","annoying",0,4393
61,"Whitebad","bm23",1,1391
61,"Whitebad","failure",1,2401
61,"Whitebad","wm4",0,3499
61,"Whitebad","hate",1,2265
61,"Whitebad","bm56",1,2280
61,"Whitebad","wf3",1,3449
61,"Whitebad","evil",1,1394
61,"Whitebad","wf2",1,907
61,"Whitebad","good",1,993
61,"Whitebad","wf6",1,891
61,"Whitebad","wicked",0,1369
61,"Whitebad","wm4",0,2337
61,"Whitebad","evil",1,1431
61,"Whitebad","wm1",1,1488
61,"Whitebad","horrible",0,1977
61,"Whitebad","wf6",1,1208
61,"Whitebad","terrible",1,1090
61,"Whitebad","bf14",1,1528
61,"Whitebad","love",1,1502
61,"Whitebad","wf3",1,1076
61,"Whitebad","laughter",1,1075
61,"Whitebad","bm14",0,1450
61,"Whitebad","pleasure",1,2064
61,"Whitebad","wm6",1,1152
61,"Whitebad","peace",0,1899
61,"Whitebad","wf2",1,1233
61,"Whitebad","joy",1,2129
61,"Whitebad","bf56",0,2075
61,"Whitebad","bf23",1,1117
61,"Whitebad","wicked",0,1347
61,"Whitebad","bm23",1,1150
61,"Whitebad","love",1,1369
61,"Whitebad","wm1",1,1061
61,"Whitebad","failure",1,1268
61,"Whitebad","bm23",1,1179
61,"Whitebad","annoying",1,1399
61,"Whitebad","wm4",1,1016
61,"Whitebad","pleasure",1,954
