id	order	test	blocknum	trialnum	correct	latency
19	1	1	3	3	1	386
19	1	1	3	4	1	441
19	1	1	3	5	0	656
19	1	1	3	6	1	486
19	1	1	3	7	1	578
19	1	1	3	8	1	564
19	1	1	3	9	1	514
19	1	1	3	10	1	581
19	1	1	3	11	1	512
19	1	1	3	12	1	471
19	1	1	3	13	1	430
19	1	1	3	14	1	635
19	1	1	3	15	1	468
19	1	1	3	16	1	467
19	1	1	3	17	1	487
19	1	1	3	18	1	567
19	1	1	3	19	1	679
19	1	1	3	20	1	620
19	1	1	3	21	1	483
19	1	1	3	22	1	461
19	1	1	3	23	1	318
19	1	1	3	24	1	400
19	1	1	3	25	1	433
19	1	1	3	26	1	571
19	1	1	3	27	1	524
19	1	1	3	28	1	368
19	1	1	3	29	1	412
19	1	1	3	30	1	417
19	1	1	3	31	1	516
19	1	1	3	32	1	583
19	1	1	3	33	1	515
19	1	1	3	34	1	649
19	1	1	3	35	1	858
19	1	1	3	36	1	378
19	1	1	3	37	1	374
19	1	1	3	38	1	554
19	1	1	3	39	1	320
19	1	1	3	40	1	470
19	1	1	3	41	1	401
19	1	1	3	42	0	711
19	1	1	3	43	1	538
19	1	1	3	44	1	580
19	1	1	3	45	1	403
19	1	1	3	46	1	536
19	1	1	3	47	1	387
19	1	1	3	48	1	553
19	1	2	4	1	1	460
19	1	2	4	2	1	563
19	1	2	4	3	1	499
19	1	2	4	4	1	499
19	1	2	4	5	1	556
19	1	2	4	6	1	362
19	1	2	4	7	0	788
19	1	2	4	8	1	512
19	1	2	4	9	1	485
19	1	2	4	10	1	507
19	1	2	4	11	1	432
19	1	2	4	12	0	642
19	1	2	4	13	1	501
19	1	2	4	14	1	844
19	1	2	4	15	1	484
19	1	2	4	16	1	475
19	1	2	4	17	1	365
19	1	2	4	18	1	473
19	1	2	4	19	1	499
19	1	2	4	20	1	570
19	1	2	4	21	1	564
19	1	2	4	22	1	609
19	1	2	4	23	1	627
19	1	2	4	24	1	427
19	1	2	4	25	1	548
19	1	2	4	26	1	584
19	1	2	4	27	1	899
19	1	2	4	28	1	554
19	1	2	4	29	1	730
19	1	2	4	30	1	596
19	1	2	4	31	1	757
19	1	2	4	32	1	568
19	1	2	4	33	1	385
19	1	2	4	34	1	427
19	1	2	4	35	1	497
19	1	2	4	36	1	455
19	1	2	4	37	1	268
19	1	2	4	38	0	882
19	1	2	4	39	1	541
19	1	2	4	40	1	529
19	1	2	4	41	1	580
19	1	2	4	42	1	483
19	1	2	4	43	1	420
19	1	2	4	44	1	470
19	1	2	4	45	1	470
19	1	2	4	46	1	1112
19	1	2	4	47	1	509
19	1	2	4	48	1	604
19	1	1	6	1	1	666
19	1	1	6	2	1	571
19	1	1	6	3	1	416
19	1	1	6	4	1	527
19	1	1	6	5	1	429
19	1	1	6	6	1	388
19	1	1	6	7	1	702
19	1	1	6	8	1	591
19	1	1	6	9	0	1407
19	1	1	6	10	1	501
19	1	1	6	11	1	563
19	1	1	6	12	1	470
19	1	1	6	13	1	621
19	1	1	6	14	1	648
19	1	1	6	15	1	487
19	1	1	6	16	1	618
19	1	1	6	17	1	798
19	1	1	6	18	1	582
19	1	1	6	19	1	526
19	1	1	6	20	1	535
19	1	1	6	21	1	687
19	1	1	6	22	1	485
19	1	1	6	23	0	1308
19	1	1	6	24	1	2813
19	1	1	6	25	1	690
19	1	1	6	26	0	1502
19	1	1	6	27	1	482
19	1	1	6	28	1	431
19	1	1	6	29	1	651
19	1	1	6	30	0	825
19	1	1	6	31	1	925
19	1	1	6	32	1	502
19	1	1	6	33	1	769
19	1	1	6	34	1	496
19	1	1	6	35	1	513
19	1	1	6	36	1	676
19	1	1	6	37	1	548
19	1	1	6	38	1	527
19	1	1	6	39	1	578
19	1	1	6	40	0	1006
19	1	1	6	41	1	691
19	1	1	6	42	1	625
19	1	1	6	43	1	569
19	1	1	6	44	1	989
19	1	1	6	45	1	1032
19	1	1	6	46	1	460
19	1	1	6	47	1	728
19	1	1	6	48	0	1550
19	1	2	7	1	1	677
19	1	2	7	2	1	524
19	1	2	7	3	1	486
19	1	2	7	4	0	1407
19	1	2	7	5	1	1212
19	1	2	7	6	1	1003
19	1	2	7	7	1	1016
19	1	2	7	8	1	489
19	1	2	7	9	1	308
19	1	2	7	10	1	419
19	1	2	7	11	1	700
19	1	2	7	12	0	1502
19	1	2	7	13	1	701
19	1	2	7	14	1	1834
19	1	2	7	15	1	955
19	1	2	7	16	1	771
19	1	2	7	17	1	636
19	1	2	7	18	1	879
19	1	2	7	19	1	990
19	1	2	7	20	1	472
19	1	2	7	21	0	940
19	1	2	7	22	1	513
19	1	2	7	23	1	1249
19	1	2	7	24	1	954
19	1	2	7	25	1	497
19	1	2	7	26	1	499
19	1	2	7	27	0	1461
19	1	2	7	28	1	577
19	1	2	7	29	0	1264
19	1	2	7	30	0	1582
19	1	2	7	31	1	502
19	1	2	7	32	1	494
19	1	2	7	33	1	688
19	1	2	7	34	1	648
19	1	2	7	35	1	1035
19	1	2	7	36	1	550
19	1	2	7	37	1	405
19	1	2	7	38	1	458
19	1	2	7	39	1	637
19	1	2	7	40	1	497
19	1	2	7	41	1	679
19	1	2	7	42	1	496
19	1	2	7	43	1	757
19	1	2	7	44	1	844
19	1	2	7	45	1	838
19	1	2	7	46	1	457
19	1	2	7	47	1	677
19	1	2	7	48	1	564
20	2	1	3	1	1	1828
20	2	1	3	2	1	2199
20	2	1	3	3	1	1152
20	2	1	3	4	1	1538
20	2	1	3	5	1	1067
20	2	1	3	6	1	1176
20	2	1	3	7	1	955
20	2	1	3	8	1	863
20	2	1	3	9	0	1466
20	2	1	3	10	0	1971
20	2	1	3	11	1	3106
20	2	1	3	12	1	2497
20	2	1	3	13	1	659
20	2	1	3	14	1	973
20	2	1	3	15	1	731
20	2	1	3	16	1	1028
20	2	1	3	17	1	658
20	2	1	3	18	1	1331
20	2	1	3	19	1	1346
20	2	1	3	20	1	1600
20	2	1	3	21	1	1430
20	2	1	3	22	1	1174
20	2	1	3	23	1	925
20	2	1	3	24	1	1369
20	2	1	3	25	1	963
20	2	1	3	26	0	1168
20	2	1	3	27	1	1601
20	2	1	3	28	1	2025
20	2	1	3	29	1	1170
20	2	1	3	30	0	1146
20	2	1	3	31	1	1741
20	2	1	3	32	1	1346
20	2	1	3	33	1	962
20	2	1	3	34	1	844
20	2	1	3	35	1	872
20	2	1	3	36	1	653
20	2	1	3	37	1	948
20	2	1	3	38	1	769
20	2	1	3	39	0	1287
20	2	1	3	40	1	1326
20	2	1	3	41	1	996
20	2	1	3	42	1	1118
20	2	1	3	43	1	1122
20	2	1	3	44	1	1435
20	2	1	3	45	1	820
20	2	1	3	46	1	827
20	2	1	3	47	1	669
20	2	1	3	48	1	898
20	2	2	4	1	1	1333
20	2	2	4	2	1	1170
20	2	2	4	3	1	740
20	2	2	4	4	1	1178
20	2	2	4	5	0	1671
20	2	2	4	6	1	2417
20	2	2	4	7	1	521
20	2	2	4	8	1	809
20	2	2	4	9	1	649
20	2	2	4	10	1	571
20	2	2	4	11	1	1558
20	2	2	4	12	1	921
20	2	2	4	13	1	503
20	2	2	4	14	1	524
20	2	2	4	15	1	910
20	2	2	4	16	1	682
20	2	2	4	17	1	598
20	2	2	4	18	1	733
20	2	2	4	19	1	947
20	2	2	4	20	1	1768
20	2	2	4	21	0	1271
20	2	2	4	22	1	1931
20	2	2	4	23	1	1098
20	2	2	4	24	1	685
20	2	2	4	25	1	572
20	2	2	4	26	1	631
20	2	2	4	27	1	1480
20	2	2	4	28	1	898
20	2	2	4	29	0	1021
20	2	2	4	30	1	1180
20	2	2	4	31	1	1477
20	2	2	4	32	1	2239
20	2	2	4	33	1	907
20	2	2	4	34	1	639
20	2	2	4	35	1	811
20	2	2	4	36	1	692
20	2	2	4	37	1	581
20	2	2	4	38	1	767
20	2	2	4	39	1	1610
20	2	2	4	40	1	679
20	2	2	4	41	1	733
20	2	2	4	42	1	682
20	2	2	4	43	1	957
20	2	2	4	44	1	1212
20	2	2	4	45	1	1000
20	2	2	4	46	1	1485
20	2	2	4	47	1	2374
20	2	2	4	48	0	1488
20	2	1	6	1	1	1123
20	2	1	6	2	1	685
20	2	1	6	3	1	502
20	2	1	6	4	1	534
20	2	1	6	5	1	852
20	2	1	6	6	1	561
20	2	1	6	7	1	493
20	2	1	6	8	1	690
20	2	1	6	9	1	994
20	2	1	6	10	1	1227
20	2	1	6	11	1	627
20	2	1	6	12	1	642
20	2	1	6	13	1	729
20	2	1	6	14	1	804
20	2	1	6	15	1	698
20	2	1	6	16	1	434
20	2	1	6	17	1	483
20	2	1	6	18	1	584
20	2	1	6	19	1	752
20	2	1	6	20	1	599
20	2	1	6	21	1	651
20	2	1	6	22	1	473
20	2	1	6	23	1	656
20	2	1	6	24	1	552
20	2	1	6	25	1	512
20	2	1	6	26	1	715
20	2	1	6	27	1	773
20	2	1	6	28	1	494
20	2	1	6	29	1	416
20	2	1	6	30	1	602
20	2	1	6	31	1	570
20	2	1	6	32	1	421
20	2	1	6	33	1	580
20	2	1	6	34	0	963
20	2	1	6	35	1	1680
20	2	1	6	36	1	610
20	2	1	6	37	1	608
20	2	1	6	38	1	1061
20	2	1	6	39	1	752
20	2	1	6	40	1	1871
20	2	1	6	41	1	530
20	2	1	6	42	1	444
20	2	1	6	43	0	859
20	2	1	6	44	1	628
20	2	1	6	45	1	1973
20	2	1	6	46	1	690
20	2	1	6	47	1	646
20	2	1	6	48	1	638
20	2	2	7	1	1	1058
20	2	2	7	2	1	485
20	2	2	7	3	1	447
20	2	2	7	4	0	612
20	2	2	7	5	1	821
20	2	2	7	6	1	802
20	2	2	7	7	1	1112
20	2	2	7	8	1	812
20	2	2	7	9	1	724
20	2	2	7	10	1	1433
20	2	2	7	11	1	609
20	2	2	7	12	1	553
20	2	2	7	13	1	692
20	2	2	7	14	1	581
20	2	2	7	15	1	922
20	2	2	7	16	1	573
20	2	2	7	17	1	522
20	2	2	7	18	1	1461
20	2	2	7	19	0	768
20	2	2	7	20	1	632
20	2	2	7	21	1	1102
20	2	2	7	22	1	3203
20	2	2	7	23	1	854
20	2	2	7	24	0	927
20	2	2	7	25	1	2314
20	2	2	7	26	1	624
20	2	2	7	27	1	695
20	2	2	7	28	1	582
20	2	2	7	29	1	491
20	2	2	7	30	1	509
20	2	2	7	31	1	1904
20	2	2	7	32	1	789
20	2	2	7	33	1	1055
20	2	2	7	34	1	521
20	2	2	7	35	0	1132
20	2	2	7	36	0	1242
20	2	2	7	37	1	676
20	2	2	7	38	1	797
20	2	2	7	39	1	511
20	2	2	7	40	1	435
20	2	2	7	41	1	553
20	2	2	7	42	1	776
20	2	2	7	43	1	485
20	2	2	7	44	1	753
20	2	2	7	45	1	528
20	2	2	7	46	1	651
20	2	2	7	47	1	1112
20	2	2	7	48	0	1454
21	1	1	3	1	1	948
21	1	1	3	2	1	1356
21	1	1	3	3	1	634
21	1	1	3	4	1	1213
21	1	1	3	5	1	803
21	1	1	3	6	1	934
21	1	1	3	7	1	1186
21	1	1	3	8	1	986
21	1	1	3	9	1	707
21	1	1	3	10	1	902
21	1	1	3	11	1	691
21	1	1	3	12	1	851
21	1	1	3	13	1	972
21	1	1	3	14	1	901
21	1	1	3	15	1	879
21	1	1	3	16	1	881
21	1	1	3	17	1	552
21	1	1	3	18	1	1255
21	1	1	3	19	1	1404
21	1	1	3	20	1	961
21	1	1	3	21	1	639
21	1	1	3	22	1	835
21	1	1	3	23	1	1039
21	1	1	3	24	1	767
21	1	1	3	25	1	1213
21	1	1	3	26	1	629
21	1	1	3	27	1	813
21	1	1	3	28	1	882
21	1	1	3	29	1	688
21	1	1	3	30	1	736
21	1	1	3	31	1	1108
21	1	1	3	32	1	716
21	1	1	3	33	1	929
21	1	1	3	34	1	841
21	1	1	3	35	1	610
21	1	1	3	36	1	1133
21	1	1	3	37	1	690
21	1	1	3	38	1	740
21	1	1	3	39	1	554
21	1	1	3	40	1	868
21	1	1	3	41	1	543
21	1	1	3	42	1	906
21	1	1	3	43	1	1010
21	1	1	3	44	1	678
21	1	1	3	45	1	1054
21	1	1	3	46	1	626
21	1	1	3	47	1	838
21	1	1	3	48	1	829
21	1	2	4	1	1	2499
21	1	2	4	2	1	2068
21	1	2	4	3	1	1080
21	1	2	4	4	1	1430
21	1	2	4	5	1	775
21	1	2	4	6	1	891
21	1	2	4	7	1	917
21	1	2	4	8	1	1387
21	1	2	4	9	1	614
21	1	2	4	10	1	1020
21	1	2	4	11	1	573
21	1	2	4	12	1	569
21	1	2	4	13	1	463
21	1	2	4	14	1	1632
21	1	2	4	15	1	609
21	1	2	4	16	1	610
21	1	2	4	17	0	1150
21	1	2	4	18	1	614
21	1	2	4	19	1	619
21	1	2	4	20	1	479
21	1	2	4	21	1	1362
21	1	2	4	22	1	680
21	1	2	4	23	1	764
21	1	2	4	24	1	614
21	1	2	4	25	1	552
21	1	2	4	26	1	666
21	1	2	4	27	1	797
21	1	2	4	28	1	734
21	1	2	4	29	1	636
21	1	2	4	30	1	667
21	1	2	4	31	1	865
21	1	2	4	32	1	525
21	1	2	4	33	1	570
21	1	2	4	34	1	867
21	1	2	4	35	1	705
21	1	2	4	36	1	1310
21	1	2	4	37	1	544
21	1	2	4	38	1	733
21	1	2	4	39	1	783
21	1	2	4	40	1	569
21	1	2	4	41	1	679
21	1	2	4	42	1	652
21	1	2	4	43	1	571
21	1	2	4	44	1	736
21	1	2	4	45	1	572
21	1	2	4	46	1	735
21	1	2	4	47	1	770
21	1	2	4	48	1	613
21	1	1	6	1	1	1988
21	1	1	6	2	1	1031
21	1	1	6	3	1	1398
21	1	1	6	4	1	953
21	1	1	6	5	1	1084
21	1	1	6	6	1	878
21	1	1	6	7	1	892
21	1	1	6	8	1	1213
21	1	1	6	9	1	1297
21	1	1	6	10	1	1996
21	1	1	6	11	1	895
21	1	1	6	12	1	1013
21	1	1	6	13	1	549
21	1	1	6	14	1	876
21	1	1	6	15	0	1551
21	1	1	6	16	1	1016
21	1	1	6	17	1	798
21	1	1	6	18	1	956
21	1	1	6	19	1	1061
21	1	1	6	20	1	1751
21	1	1	6	21	1	1294
21	1	1	6	22	1	987
21	1	1	6	23	1	974
21	1	1	6	24	1	1359
21	1	1	6	25	1	985
21	1	1	6	26	1	1027
21	1	1	6	27	1	827
21	1	1	6	28	1	770
21	1	1	6	29	1	856
21	1	1	6	30	1	1208
21	1	1	6	31	1	1145
21	1	1	6	32	0	1487
21	1	1	6	33	1	1515
21	1	1	6	34	1	1653
21	1	1	6	35	1	815
21	1	1	6	36	1	808
21	1	1	6	37	1	863
21	1	1	6	38	1	1110
21	1	1	6	39	1	1160
21	1	1	6	40	1	948
21	1	1	6	41	1	781
21	1	1	6	42	1	862
21	1	1	6	43	1	933
21	1	1	6	44	1	905
21	1	1	6	45	1	669
21	1	1	6	46	1	1000
21	1	1	6	47	1	837
21	1	1	6	48	1	718
21	1	2	7	1	1	784
21	1	2	7	2	1	785
21	1	2	7	3	1	811
21	1	2	7	4	1	760
21	1	2	7	5	1	758
21	1	2	7	6	0	1309
21	1	2	7	7	1	1084
21	1	2	7	8	1	638
21	1	2	7	9	1	548
21	1	2	7	10	1	969
21	1	2	7	11	1	650
21	1	2	7	12	1	730
21	1	2	7	13	1	815
21	1	2	7	14	0	1321
21	1	2	7	15	1	594
21	1	2	7	16	1	1253
21	1	2	7	17	1	761
21	1	2	7	18	1	827
21	1	2	7	19	1	785
21	1	2	7	20	1	866
21	1	2	7	21	1	1305
21	1	2	7	22	1	807
21	1	2	7	23	1	862
21	1	2	7	24	1	762
21	1	2	7	25	1	774
21	1	2	7	26	1	850
21	1	2	7	27	1	555
21	1	2	7	28	1	680
21	1	2	7	29	1	1405
21	1	2	7	30	1	976
21	1	2	7	31	1	626
21	1	2	7	32	1	2082
21	1	2	7	33	1	863
21	1	2	7	34	1	963
21	1	2	7	35	1	763
21	1	2	7	36	1	881
21	1	2	7	37	1	795
21	1	2	7	38	1	761
21	1	2	7	39	1	1227
21	1	2	7	40	1	1200
21	1	2	7	41	1	718
21	1	2	7	42	1	945
21	1	2	7	43	1	680
21	1	2	7	44	1	749
21	1	2	7	45	1	596
21	1	2	7	46	1	734
21	1	2	7	47	1	729
21	1	2	7	48	1	788
22	2	1	3	1	1	4538
22	2	1	3	2	1	1326
22	2	1	3	3	1	2766
22	2	1	3	4	1	1035
22	2	1	3	5	1	1983
22	2	1	3	6	1	1403
22	2	1	3	7	1	1156
22	2	1	3	8	0	5484
22	2	1	3	9	1	1746
22	2	1	3	10	1	2031
22	2	1	3	11	1	923
22	2	1	3	12	1	1306
22	2	1	3	13	1	850
22	2	1	3	14	1	1172
22	2	1	3	15	1	1097
22	2	1	3	16	1	1023
22	2	1	3	17	1	943
22	2	1	3	18	1	1357
22	2	1	3	19	1	1118
22	2	1	3	20	1	1302
22	2	1	3	21	0	1754
22	2	1	3	22	1	1134
22	2	1	3	23	1	1051
22	2	1	3	24	1	919
22	2	1	3	25	1	783
22	2	1	3	26	1	1164
22	2	1	3	27	1	1061
22	2	1	3	28	1	1676
22	2	1	3	29	1	790
22	2	1	3	30	1	875
22	2	1	3	31	1	1640
22	2	1	3	32	1	826
22	2	1	3	33	1	783
22	2	1	3	34	1	817
22	2	1	3	35	1	1121
22	2	1	3	36	1	1479
22	2	1	3	37	1	1016
22	2	1	3	38	1	813
22	2	1	3	39	1	956
22	2	1	3	40	0	1562
22	2	1	3	41	1	1409
22	2	1	3	42	1	1432
22	2	1	3	43	1	2071
22	2	1	3	44	1	917
22	2	1	3	45	1	1381
22	2	1	3	46	1	786
22	2	1	3	47	0	1422
22	2	1	3	48	1	875
22	2	2	4	1	1	791
22	2	2	4	2	1	799
22	2	2	4	3	1	1766
22	2	2	4	4	1	876
22	2	2	4	5	1	735
22	2	2	4	6	1	615
22	2	2	4	7	1	718
22	2	2	4	8	1	690
22	2	2	4	9	1	751
22	2	2	4	10	1	686
22	2	2	4	11	1	783
22	2	2	4	12	1	1003
22	2	2	4	13	0	1561
22	2	2	4	14	1	915
22	2	2	4	15	1	1180
22	2	2	4	16	1	864
22	2	2	4	17	0	1112
22	2	2	4	18	1	1126
22	2	2	4	19	1	952
22	2	2	4	20	1	1154
22	2	2	4	21	1	996
22	2	2	4	22	1	870
22	2	2	4	23	0	1143
22	2	2	4	24	1	948
22	2	2	4	25	1	776
22	2	2	4	26	1	1115
22	2	2	4	27	1	952
22	2	2	4	28	1	846
22	2	2	4	29	1	740
22	2	2	4	30	0	1224
22	2	2	4	31	1	1306
22	2	2	4	32	1	1034
22	2	2	4	33	1	860
22	2	2	4	34	1	769
22	2	2	4	35	1	895
22	2	2	4	36	1	996
22	2	2	4	37	1	1765
22	2	2	4	38	1	1275
22	2	2	4	39	1	958
22	2	2	4	40	1	815
22	2	2	4	41	1	719
22	2	2	4	42	1	1729
22	2	2	4	43	1	1808
22	2	2	4	44	1	2927
22	2	2	4	45	1	939
22	2	2	4	46	1	859
22	2	2	4	47	1	820
22	2	2	4	48	1	832
22	2	1	6	1	1	1254
22	2	1	6	2	1	1015
22	2	1	6	3	1	691
22	2	1	6	4	1	805
22	2	1	6	5	1	976
22	2	1	6	6	1	595
22	2	1	6	7	1	816
22	2	1	6	8	1	905
22	2	1	6	9	1	1075
22	2	1	6	10	0	1723
22	2	1	6	11	1	977
22	2	1	6	12	1	823
22	2	1	6	13	1	835
22	2	1	6	14	1	848
22	2	1	6	15	1	902
22	2	1	6	16	1	884
22	2	1	6	17	1	1036
22	2	1	6	18	1	1197
22	2	1	6	19	1	1471
22	2	1	6	20	0	1492
22	2	1	6	21	1	915
22	2	1	6	22	1	939
22	2	1	6	23	1	633
22	2	1	6	24	1	766
22	2	1	6	25	1	543
22	2	1	6	26	1	838
22	2	1	6	27	1	756
22	2	1	6	28	1	718
22	2	1	6	29	1	555
22	2	1	6	30	1	678
22	2	1	6	31	1	657
22	2	1	6	32	1	766
22	2	1	6	33	1	583
22	2	1	6	34	1	641
22	2	1	6	35	1	804
22	2	1	6	36	1	799
22	2	1	6	37	1	927
22	2	1	6	38	1	591
22	2	1	6	39	1	677
22	2	1	6	40	1	697
22	2	1	6	41	1	664
22	2	1	6	42	1	841
22	2	1	6	43	1	951
22	2	1	6	44	1	1166
22	2	1	6	45	1	516
22	2	1	6	46	1	1513
22	2	1	6	47	1	803
22	2	1	6	48	1	1066
22	2	2	7	1	1	779
22	2	2	7	2	1	637
22	2	2	7	3	1	676
22	2	2	7	4	1	667
22	2	2	7	5	1	538
22	2	2	7	6	1	605
22	2	2	7	7	1	535
22	2	2	7	8	1	575
22	2	2	7	9	1	635
22	2	2	7	10	1	566
22	2	2	7	11	1	703
22	2	2	7	12	1	566
22	2	2	7	13	1	582
22	2	2	7	14	1	695
22	2	2	7	15	1	784
22	2	2	7	16	1	657
22	2	2	7	17	1	859
22	2	2	7	18	1	556
22	2	2	7	19	1	609
22	2	2	7	20	1	567
22	2	2	7	21	1	569
22	2	2	7	22	0	1322
22	2	2	7	23	1	1111
22	2	2	7	24	1	655
22	2	2	7	25	1	589
22	2	2	7	26	1	557
22	2	2	7	27	1	692
22	2	2	7	28	1	458
22	2	2	7	29	1	901
22	2	2	7	30	1	564
22	2	2	7	31	1	648
22	2	2	7	32	1	514
22	2	2	7	33	1	658
22	2	2	7	34	1	514
22	2	2	7	35	1	1126
22	2	2	7	36	1	629
22	2	2	7	37	1	536
22	2	2	7	38	0	1047
22	2	2	7	39	1	1332
22	2	2	7	40	1	824
22	2	2	7	41	1	969
22	2	2	7	42	1	544
22	2	2	7	43	1	531
22	2	2	7	44	1	598
22	2	2	7	45	1	593
22	2	2	7	46	1	653
22	2	2	7	47	1	520
22	2	2	7	48	1	1411
23	1	1	3	1	1	853
23	1	1	3	2	1	534
23	1	1	3	3	1	533
23	1	1	3	4	1	759
23	1	1	3	5	1	542
23	1	1	3	6	1	835
23	1	1	3	7	1	534
23	1	1	3	8	1	665
23	1	1	3	9	1	518
23	1	1	3	10	1	654
23	1	1	3	11	1	882
23	1	1	3	12	1	559
23	1	1	3	13	1	541
23	1	1	3	14	1	673
23	1	1	3	15	1	686
23	1	1	3	16	1	467
23	1	1	3	17	1	706
23	1	1	3	18	1	686
23	1	1	3	19	1	774
23	1	1	3	20	1	1074
23	1	1	3	21	1	473
23	1	1	3	22	1	484
23	1	1	3	23	1	414
23	1	1	3	24	1	555
23	1	1	3	25	1	671
23	1	1	3	26	1	564
23	1	1	3	27	1	582
23	1	1	3	28	1	624
23	1	1	3	29	1	513
23	1	1	3	30	1	583
23	1	1	3	31	1	692
23	1	1	3	32	1	648
23	1	1	3	33	1	650
23	1	1	3	34	1	531
23	1	1	3	35	1	906
23	1	1	3	36	1	551
23	1	1	3	37	1	814
23	1	1	3	38	1	688
23	1	1	3	39	1	470
23	1	1	3	40	1	1298
23	1	1	3	41	1	582
23	1	1	3	42	1	772
23	1	1	3	43	1	592
23	1	1	3	44	1	835
23	1	1	3	45	1	668
23	1	1	3	46	1	585
23	1	1	3	47	1	708
23	1	1	3	48	1	635
23	1	2	4	1	1	678
23	1	2	4	2	1	741
23	1	2	4	3	1	486
23	1	2	4	4	1	613
23	1	2	4	5	1	502
23	1	2	4	6	1	481
23	1	2	4	7	1	529
23	1	2	4	8	1	475
23	1	2	4	9	1	662
23	1	2	4	10	1	807
23	1	2	4	11	1	632
23	1	2	4	12	1	546
23	1	2	4	13	1	620
23	1	2	4	14	1	803
23	1	2	4	15	1	831
23	1	2	4	16	1	543
23	1	2	4	17	1	645
23	1	2	4	18	1	487
23	1	2	4	19	1	655
23	1	2	4	20	1	458
23	1	2	4	21	1	498
23	1	2	4	22	1	731
23	1	2	4	23	1	531
23	1	2	4	24	1	477
23	1	2	4	25	0	1450
23	1	2	4	26	1	573
23	1	2	4	27	1	685
23	1	2	4	28	1	600
23	1	2	4	29	1	438
23	1	2	4	30	1	712
23	1	2	4	31	1	996
23	1	2	4	32	1	419
23	1	2	4	33	1	441
23	1	2	4	34	1	473
23	1	2	4	35	1	513
23	1	2	4	36	1	540
23	1	2	4	37	1	499
23	1	2	4	38	1	599
23	1	2	4	39	1	785
23	1	2	4	40	1	494
23	1	2	4	41	1	526
23	1	2	4	42	1	711
23	1	2	4	43	1	553
23	1	2	4	44	1	509
23	1	2	4	45	1	618
23	1	2	4	46	1	882
23	1	2	4	47	1	582
23	1	2	4	48	1	1066
23	1	1	6	1	1	914
23	1	1	6	2	1	517
23	1	1	6	3	1	653
23	1	1	6	4	1	734
23	1	1	6	5	1	802
23	1	1	6	6	0	1072
23	1	1	6	7	1	629
23	1	1	6	8	1	702
23	1	1	6	9	1	547
23	1	1	6	10	1	905
23	1	1	6	11	1	631
23	1	1	6	12	1	1130
23	1	1	6	13	1	637
23	1	1	6	14	1	482
23	1	1	6	15	1	772
23	1	1	6	16	1	602
23	1	1	6	17	1	670
23	1	1	6	18	1	709
23	1	1	6	19	1	580
23	1	1	6	20	1	1170
23	1	1	6	21	1	736
23	1	1	6	22	1	469
23	1	1	6	23	1	587
23	1	1	6	24	1	656
23	1	1	6	25	1	632
23	1	1	6	26	0	1217
23	1	1	6	27	1	1321
23	1	1	6	28	1	762
23	1	1	6	29	1	569
23	1	1	6	30	1	787
23	1	1	6	31	1	1459
23	1	1	6	32	1	501
23	1	1	6	33	1	519
23	1	1	6	34	1	428
23	1	1	6	35	1	578
23	1	1	6	36	1	540
23	1	1	6	37	1	578
23	1	1	6	38	1	834
23	1	1	6	39	1	921
23	1	1	6	40	1	524
23	1	1	6	41	1	446
23	1	1	6	42	1	541
23	1	1	6	43	1	565
23	1	1	6	44	1	452
23	1	1	6	45	1	869
23	1	1	6	46	1	534
23	1	1	6	47	1	1496
23	1	1	6	48	1	620
23	1	2	7	1	1	646
23	1	2	7	2	1	516
23	1	2	7	3	1	784
23	1	2	7	4	1	640
23	1	2	7	5	1	806
23	1	2	7	6	1	646
23	1	2	7	7	1	514
23	1	2	7	8	1	651
23	1	2	7	9	1	574
23	1	2	7	10	1	566
23	1	2	7	11	1	570
23	1	2	7	12	1	723
23	1	2	7	13	1	658
23	1	2	7	14	1	634
23	1	2	7	15	1	574
23	1	2	7	16	1	632
23	1	2	7	17	1	626
23	1	2	7	18	1	498
23	1	2	7	19	1	878
23	1	2	7	20	1	553
23	1	2	7	21	1	682
23	1	2	7	22	1	464
23	1	2	7	23	1	609
23	1	2	7	24	1	729
23	1	2	7	25	1	648
23	1	2	7	26	1	571
23	1	2	7	27	1	1419
23	1	2	7	28	1	599
23	1	2	7	29	1	786
23	1	2	7	30	1	534
23	1	2	7	31	1	601
23	1	2	7	32	1	532
23	1	2	7	33	1	571
23	1	2	7	34	1	657
23	1	2	7	35	1	647
23	1	2	7	36	1	476
23	1	2	7	37	1	899
23	1	2	7	38	1	558
23	1	2	7	39	1	565
23	1	2	7	40	1	544
23	1	2	7	41	1	835
23	1	2	7	42	1	600
23	1	2	7	43	1	545
23	1	2	7	44	0	1227
23	1	2	7	45	1	726
23	1	2	7	46	1	632
23	1	2	7	47	0	1134
23	1	2	7	48	1	907
24	2	1	3	1	1	1305
24	2	1	3	2	1	1007
24	2	1	3	3	0	1283
24	2	1	3	4	1	1212
24	2	1	3	5	1	1224
24	2	1	3	6	1	1185
24	2	1	3	7	0	2850
24	2	1	3	8	1	1555
24	2	1	3	9	1	910
24	2	1	3	10	1	893
24	2	1	3	11	0	1087
24	2	1	3	12	1	2643
24	2	1	3	13	0	1707
24	2	1	3	14	1	1718
24	2	1	3	15	1	1179
24	2	1	3	16	1	1864
24	2	1	3	17	1	1199
24	2	1	3	18	1	1267
24	2	1	3	19	1	1377
24	2	1	3	20	1	1261
24	2	1	3	21	1	2371
24	2	1	3	22	1	1703
24	2	1	3	23	0	2249
