id	order	test	blocknum	trialnum	correct	latency
2	1	1	6	22	1	580
2	1	1	6	23	1	1181
2	1	1	6	24	0	1104
2	1	1	6	25	1	894
2	1	1	6	26	1	894
2	1	1	6	27	1	715
2	1	1	6	28	1	950
2	1	1	6	29	1	900
2	1	1	6	30	1	747
2	1	1	6	31	1	1114
2	1	1	6	32	1	800
2	1	1	6	33	1	448
2	1	1	6	34	1	978
2	1	1	6	35	1	772
2	1	1	6	36	0	1322
2	1	1	6	37	1	1578
2	1	1	6	38	0	1429
2	1	1	6	39	1	1223
2	1	1	6	40	1	1362
2	1	1	6	41	1	840
2	1	1	6	42	1	500
2	1	1	6	43	1	924
2	1	1	6	44	1	1228
2	1	1	6	45	1	592
2	1	1	6	46	1	666
2	1	1	6	47	1	639
2	1	1	6	48	1	853
2	1	2	7	1	1	674
2	1	2	7	2	1	625
2	1	2	7	3	1	1294
2	1	2	7	4	1	1754
2	1	2	7	5	1	1373
2	1	2	7	6	1	678
2	1	2	7	7	1	510
2	1	2	7	8	0	1539
2	1	2	7	9	1	1306
2	1	2	7	10	1	486
2	1	2	7	11	1	645
2	1	2	7	12	1	880
2	1	2	7	13	1	663
2	1	2	7	14	1	472
2	1	2	7	15	1	596
2	1	2	7	16	1	866
2	1	2	7	17	1	612
2	1	2	7	18	0	883
2	1	2	7	19	1	740
2	1	2	7	20	1	459
2	1	2	7	21	1	522
2	1	2	7	22	1	609
2	1	2	7	23	1	952
2	1	2	7	24	1	619
2	1	2	7	25	1	552
2	1	2	7	26	1	660
2	1	2	7	27	1	550
2	1	2	7	28	1	706
2	1	2	7	29	1	1225
2	1	2	7	30	1	625
2	1	2	7	31	1	681
2	1	2	7	32	1	1250
2	1	2	7	33	1	899
2	1	2	7	34	1	1061
2	1	2	7	35	1	717
2	1	2	7	36	1	1009
2	1	2	7	37	1	871
2	1	2	7	38	1	868
2	1	2	7	39	0	811
2	1	2	7	40	1	1111
2	1	2	7	41	1	485
2	1	2	7	42	1	1027
2	1	2	7	43	1	619
2	1	2	7	44	1	1509
2	1	2	7	45	1	475
2	1	2	7	46	1	461
2	1	2	7	47	1	1179
2	1	2	7	48	0	1294
3	1	1	3	1	1	682
3	1	1	3	2	1	483
3	1	1	3	3	1	500
